idPlayer,qtKill,qtAssist,qtDeath,qtHs,qtBombeDefuse,qtBombePlant,qtTk,qtTkAssist,qt1Kill,qt2Kill,qt3Kill,qt4Kill,qt5Kill,qtFirstKill,vlDamage,qtHits,qtShots,qtLastAlive,qtClutchWon,qtRoundsPlayed,qtSurvived,qtTrade,qtFlashAssist,qtHitHeadshot,qtHitChest,qtHitStomach,qtHitLeftAtm,qtHitRightArm,qtHitLeftLeg,qtHitRightLeg,gamesWinned,descMapName_de_ancient,descMapName_de_dust2,descMapName_de_inferno,descMapName_de_mirage,descMapName_de_nuke,descMapName_de_overpass,descMapName_de_train,descMapName_de_vertigo,KDA,hitRate,ADR,HSRate,gamesPlayed,winRate,weightedHitRate,brilliantPerformance,grade
1,29,4,34,8,0,4,0.0,1.0,12,5,1,1,0,4,3844,79.0,809,1.0,1,44,9.0,3.0,0.0,10.0,39.0,18.0,4.0,3.0,2.0,3.0,1,0,0,0,1,1,0,0,0,0.9705882352941176,0.09765142150803462,87.36363636363636,0.012360939431396786,2,0.5,0.1157725587144623,1.2750000000000001,F
2,188,64,400,77,1,28,0.0,2.0,117,27,4,1,0,36,28998,842.0,6283,0.0,0,485,88.0,63.0,16.0,110.0,312.0,218.0,26.0,61.0,57.0,58.0,8,2,1,2,11,1,0,0,3,0.63,0.13401241445169504,59.789690721649485,0.01750756008276301,20,0.4,0.1464173165685182,1.1475000000000002,G
3,1900,319,1728,738,40,132,0.0,14.0,794,341,110,23,0,183,234953,6481.0,39910,66.0,37,2461,661.0,255.0,30.0,953.0,3058.0,1405.0,170.0,499.0,189.0,207.0,45,3,16,15,13,14,0,2,26,1.2841435185185186,0.16239037835129042,95.47054043071923,0.023878727136056127,89,0.5056179775280899,0.19275169130543723,2.204494382022472,C
4,29,4,44,11,1,1,0.0,0.0,13,5,2,0,0,3,3658,95.0,784,1.0,1,61,16.0,3.0,0.0,13.0,35.0,21.0,4.0,13.0,6.0,3.0,1,0,0,0,2,1,0,0,0,0.75,0.1211734693877551,59.967213114754095,0.016581632653061226,3,0.3333333333333333,0.13723214285714286,0.9833333333333334,G
5,72,19,63,27,3,9,1.0,0.0,24,14,6,0,0,6,9378,274.0,1317,2.0,2,91,26.0,9.0,0.0,39.0,124.0,63.0,11.0,19.0,10.0,8.0,1,0,1,0,2,0,0,0,1,1.4444444444444444,0.20804859529233105,103.05494505494505,0.029612756264236904,4,0.25,0.23817008352315872,1.7750000000000001,C
6,550,112,516,224,8,19,0.0,2.0,221,83,31,12,4,113,72269,1683.0,14741,19.0,11,713,178.0,74.0,3.0,267.0,783.0,331.0,45.0,153.0,54.0,50.0,14,0,0,12,11,0,0,1,2,1.2829457364341086,0.11417135879519708,101.35904628330997,0.018112746760735363,26,0.5384615384615384,0.13869411844515298,2.648076923076923,B
7,194,65,296,83,3,29,0.0,5.0,112,34,3,1,0,20,29734,910.0,5595,2.0,2,385,85.0,58.0,1.0,109.0,361.0,241.0,29.0,75.0,36.0,59.0,7,2,4,3,2,0,3,0,2,0.875,0.16264521894548703,77.23116883116883,0.019481680071492403,16,0.4375,0.1821751563896336,1.271875,F
8,6,5,25,1,0,1,0.0,0.0,2,2,0,0,0,1,1362,43.0,292,0.0,0,30,5.0,6.0,1.0,2.0,15.0,14.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,1,0.44,0.14726027397260275,45.4,0.00684931506849315,1,0.0,0.14527397260273975,0.44999999999999996,G
9,1440,209,1099,666,22,168,4.0,15.0,579,255,82,22,3,112,176826,4245.0,25937,53.0,47,1716,551.0,172.0,24.0,820.0,2023.0,741.0,118.0,294.0,106.0,143.0,36,4,6,14,24,5,5,2,5,1.500454959053685,0.1636658056058912,103.04545454545455,0.031615067278405365,65,0.5538461538461539,0.20491807070979684,2.6030769230769235,A
10,2023,349,2003,1194,21,88,0.0,21.0,736,384,120,35,3,381,265526,5959.0,40445,42.0,39,2606,563.0,395.0,60.0,1419.0,2834.0,844.0,165.0,470.0,113.0,114.0,52,2,7,7,60,2,1,0,21,1.1842236645032451,0.14733588824329336,101.89025326170376,0.03508468290270738,100,0.52,0.1947590555074793,3.237,B
11,1557,354,1949,560,31,106,2.0,27.0,784,280,58,7,2,195,212363,5856.0,53498,71.0,41,2695,690.0,372.0,70.0,756.0,2748.0,1268.0,177.0,483.0,202.0,222.0,58,0,3,22,50,14,5,0,6,0.9805028219599795,0.10946203596396127,78.79888682745826,0.014131369396986804,100,0.58,0.12557553553403863,1.5959999999999999,F
12,326,78,325,145,4,23,0.0,5.0,127,61,15,5,0,53,43431,1205.0,6269,11.0,7,440,104.0,56.0,0.0,186.0,537.0,249.0,33.0,96.0,47.0,57.0,11,0,2,1,10,0,2,2,1,1.243076923076923,0.19221566438028392,98.70681818181818,0.029669803796458765,18,0.6111111111111112,0.22597862498006063,2.216666666666667,B
13,9,4,20,4,0,1,0.0,0.0,7,1,0,0,0,0,1515,60.0,338,0.0,0,23,3.0,2.0,0.0,5.0,32.0,15.0,1.0,6.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0.65,0.17751479289940827,65.8695652173913,0.014792899408284023,1,0.0,0.2060650887573965,0.8,F
14,341,72,682,89,8,31,1.0,6.0,198,57,7,2,0,47,44819,1313.0,8401,24.0,6,862,176.0,112.0,7.0,114.0,494.0,343.0,44.0,100.0,103.0,115.0,12,1,5,5,15,1,1,3,3,0.6055718475073314,0.15629091774788714,51.99419953596288,0.013569813117486014,34,0.35294117647058826,0.16545530294012617,0.7985294117647059,G
15,157,32,195,52,1,15,1.0,0.0,68,34,4,2,0,24,20623,591.0,4407,8.0,1,251,47.0,33.0,1.0,62.0,281.0,143.0,19.0,41.0,20.0,25.0,4,0,1,2,5,0,1,0,0,0.9692307692307692,0.13410483321987746,82.16334661354581,0.014068527342863625,9,0.4444444444444444,0.15540730655774904,1.6555555555555554,F
16,81,15,69,33,1,2,0.0,0.0,32,9,5,4,0,13,10272,265.0,1207,0.0,0,97,27.0,14.0,0.0,44.0,130.0,51.0,6.0,16.0,8.0,10.0,2,0,1,2,1,0,0,0,0,1.391304347826087,0.2195526097763049,105.89690721649484,0.03645401822700911,4,0.5,0.2638193869096934,2.4125,B
18,72,23,100,15,0,9,0.0,0.0,29,15,3,1,0,8,9780,283.0,1622,1.0,1,128,27.0,14.0,1.0,23.0,116.0,86.0,6.0,13.0,23.0,16.0,3,0,1,0,3,1,0,0,0,0.95,0.17447595561035759,76.40625,0.014180024660912454,5,0.6,0.1867817509247842,0.97,F
19,1970,338,1901,798,35,119,2.0,27.0,833,350,124,11,4,278,253056,5836.0,42000,89.0,53,2757,757.0,249.0,51.0,945.0,2722.0,1054.0,209.0,488.0,198.0,220.0,43,6,16,24,29,5,7,7,6,1.2140978432403997,0.13895238095238097,91.7867247007617,0.0225,100,0.43,0.16860999999999998,2.2655000000000003,D
20,2450,420,1728,1193,37,169,3.0,71.0,843,439,167,47,8,369,312505,8142.0,57196,121.0,82,2648,691.0,237.0,130.0,1269.0,3456.0,1110.0,234.0,559.0,138.0,141.0,51,1,24,24,26,12,3,0,10,1.6608796296296295,0.14235261207077418,118.0154833836858,0.02218686621442059,100,0.51,0.15781698020840618,3.405,A
21,178,29,170,79,5,6,0.0,0.0,63,40,9,1,0,12,24709,705.0,5331,6.0,6,242,65.0,21.0,3.0,97.0,268.0,194.0,29.0,62.0,25.0,30.0,3,0,1,2,4,3,0,0,0,1.2176470588235293,0.13224535734383794,102.10330578512396,0.018195460513974863,10,0.3,0.15357719002063402,1.955,D
22,1610,345,1841,749,32,91,3.0,14.0,743,282,81,12,1,233,215894,5530.0,45352,67.0,40,2532,641.0,259.0,22.0,981.0,2615.0,987.0,159.0,443.0,161.0,184.0,49,0,13,16,46,5,8,3,9,1.0619228680065183,0.12193508555300758,85.26619273301738,0.02163079908273064,100,0.49,0.14692560416299172,2.0105,E
23,12,4,30,4,0,0,0.0,2.0,8,2,0,0,0,2,1913,60.0,518,0.0,0,32,2.0,1.0,0.0,7.0,29.0,12.0,3.0,2.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0.5333333333333333,0.11583011583011583,59.78125,0.013513513513513514,2,0.0,0.1245945945945946,0.55,G
24,156,46,237,65,4,19,0.0,4.0,89,24,5,1,0,20,22163,570.0,5100,7.0,4,332,88.0,32.0,4.0,85.0,299.0,92.0,16.0,41.0,9.0,28.0,4,1,1,3,5,0,1,1,1,0.8523206751054853,0.11176470588235295,66.75602409638554,0.016666666666666666,13,0.3076923076923077,0.1327941176470588,1.342307692307692,G
26,2391,352,1939,1030,31,122,3.0,49.0,798,448,168,42,5,365,303765,6692.0,41326,90.0,64,2629,635.0,317.0,95.0,1247.0,3044.0,1353.0,189.0,492.0,186.0,181.0,44,0,14,20,39,10,4,5,8,1.4146467251160393,0.1619319556695543,115.5439330543933,0.03017470841600929,100,0.44,0.2024539031118424,3.0075,A
27,530,91,565,289,10,40,0.0,10.0,228,103,25,4,1,75,67200,1654.0,9682,31.0,16,765,131.0,75.0,15.0,269.0,583.0,161.0,36.0,86.0,34.0,35.0,9,1,2,14,8,1,0,0,2,1.0991150442477877,0.17083247262962198,87.84313725490196,0.02778351580252014,28,0.32142857142857145,0.1781377814501136,2.694642857142857,D
28,111,31,172,36,2,13,0.0,0.0,54,22,3,1,0,7,14970,453.0,4721,22.0,8,229,52.0,26.0,2.0,51.0,233.0,98.0,7.0,32.0,16.0,16.0,4,0,0,1,0,4,0,1,2,0.8255813953488372,0.0959542469815717,65.37117903930131,0.01080279601779284,8,0.5,0.10967803431476385,1.2125,G
29,92,22,106,50,0,11,0.0,2.0,36,16,5,2,0,8,12370,326.0,2374,6.0,8,134,19.0,10.0,2.0,64.0,147.0,59.0,7.0,30.0,11.0,8.0,1,0,2,3,1,0,0,0,0,1.0754716981132075,0.13732097725358045,92.31343283582089,0.02695871946082561,6,0.16666666666666666,0.16871946082561082,2.1666666666666665,D
30,708,132,697,322,10,36,0.0,4.0,290,133,39,7,1,88,92475,2330.0,19144,23.0,20,925,200.0,131.0,5.0,389.0,1092.0,448.0,56.0,200.0,65.0,80.0,14,0,4,10,10,2,3,0,5,1.2051649928263988,0.12170915169243628,99.97297297297297,0.020319682407020475,34,0.4117647058823529,0.14885238194734646,2.5073529411764706,C
31,444,83,424,164,9,42,1.0,9.0,169,80,30,6,0,50,59530,1600.0,11323,11.0,12,621,181.0,69.0,16.0,219.0,685.0,368.0,42.0,165.0,51.0,70.0,11,0,4,4,13,0,1,1,1,1.2429245283018868,0.1413053077806235,95.86151368760065,0.019341164002472842,24,0.4583333333333333,0.16137772675086104,1.9583333333333337,D
32,155,42,138,44,2,6,0.0,3.0,73,26,8,0,1,11,19700,595.0,4586,4.0,3,213,71.0,31.0,4.0,63.0,244.0,143.0,23.0,57.0,34.0,31.0,7,0,1,2,4,1,0,0,0,1.4275362318840579,0.1297426951591801,92.48826291079813,0.013737461840383776,8,0.875,0.13980156999563892,1.5187500000000003,D
33,1724,381,1951,696,24,131,3.0,35.0,753,338,76,12,3,242,231425,6007.0,47975,68.0,42,2615,593.0,311.0,66.0,900.0,2672.0,1327.0,148.0,498.0,236.0,226.0,43,2,14,24,33,10,4,3,10,1.078933880061507,0.12521104742053152,88.49904397705545,0.018759770713913496,100,0.43,0.1470911933298593,1.9629999999999999,E
35,1705,371,1828,717,19,137,1.0,17.0,837,300,73,9,1,260,228522,6064.0,42490,45.0,36,2591,726.0,298.0,37.0,884.0,2784.0,1299.0,185.0,453.0,206.0,253.0,60,0,10,31,38,3,12,2,4,1.135667396061269,0.1427159331607437,88.19837900424547,0.02080489526947517,100,0.6,0.16961779242174627,1.9854999999999998,D
36,18,1,16,8,0,0,0.0,0.0,7,4,1,0,0,0,2122,55.0,433,0.0,1,23,7.0,1.0,0.0,10.0,25.0,13.0,1.0,2.0,3.0,1.0,1,0,0,0,0,1,0,0,0,1.1875,0.12702078521939955,92.26086956521739,0.023094688221709007,1,1.0,0.15859122401847575,1.8000000000000003,D
37,1293,264,1224,503,25,114,3.0,10.0,497,232,78,23,1,158,169787,4781.0,23451,37.0,33,1692,424.0,170.0,16.0,625.0,2232.0,1036.0,150.0,383.0,186.0,169.0,26,4,7,11,18,8,5,3,11,1.2720588235294117,0.20387190311713785,100.346926713948,0.026651315508933522,67,0.3880597014925373,0.23843759327960432,2.0992537313432837,C
38,375,121,505,154,5,17,0.0,5.0,185,58,22,2,0,67,53420,1529.0,9335,8.0,6,668,152.0,85.0,14.0,204.0,720.0,333.0,59.0,114.0,51.0,48.0,10,0,1,5,5,4,3,3,5,0.9821782178217822,0.16379217996786288,79.97005988023952,0.021853240492769148,26,0.38461538461538464,0.19003856454204607,1.7442307692307693,E
39,44,12,69,19,0,3,0.0,0.0,28,5,2,0,0,2,6442,162.0,893,0.0,0,83,10.0,8.0,1.0,22.0,72.0,36.0,11.0,12.0,7.0,2.0,0,1,1,0,1,0,1,0,0,0.8115942028985508,0.18141097424412095,77.6144578313253,0.02463605823068309,4,0.0,0.21556550951847706,1.1,F
40,818,185,953,263,10,58,0.0,9.0,368,144,43,7,0,133,110319,3008.0,19728,12.0,12,1287,319.0,168.0,29.0,326.0,1312.0,747.0,99.0,247.0,138.0,139.0,25,0,6,14,13,1,6,4,3,1.0524658971668415,0.15247364152473641,85.71794871794872,0.016524736415247362,47,0.5319148936170213,0.17277879156528794,1.74468085106383,E
41,268,49,250,133,3,12,1.0,2.0,80,45,19,9,1,24,35410,842.0,8029,7.0,8,337,79.0,30.0,3.0,170.0,398.0,130.0,25.0,63.0,20.0,36.0,7,0,1,4,4,0,3,1,1,1.268,0.10486984680533068,105.07418397626112,0.021173246979698593,14,0.5,0.12958151700087187,2.4821428571428568,C
42,1872,321,1934,752,34,143,4.0,58.0,825,338,89,22,3,251,244321,5799.0,52270,69.0,44,2771,744.0,353.0,116.0,992.0,2926.0,973.0,179.0,451.0,136.0,142.0,48,1,22,16,24,17,5,3,12,1.1339193381592554,0.11094317964415534,88.17069649945869,0.01897838148077291,100,0.48,0.13408073464702508,2.1685,E
43,2122,402,1944,795,34,94,1.0,15.0,813,389,131,33,1,367,280111,7568.0,49838,49.0,44,2667,668.0,324.0,52.0,1101.0,3471.0,1654.0,219.0,543.0,273.0,307.0,52,0,2,18,30,0,14,11,25,1.2983539094650205,0.15185200048156025,105.02849643794525,0.022091576708535655,100,0.52,0.17562783418275213,2.419,B
44,1975,391,1727,733,18,54,5.0,8.0,722,358,127,33,4,346,260088,7155.0,39008,32.0,29,2302,522.0,292.0,16.0,939.0,3212.0,1651.0,214.0,617.0,257.0,265.0,44,4,8,16,34,3,12,2,6,1.370005790387956,0.18342391304347827,112.98349261511729,0.024071985233798197,85,0.5176470588235295,0.21254640073831008,2.6052941176470585,A
45,1112,205,952,496,14,72,0.0,8.0,477,190,66,13,1,179,145473,3313.0,26453,41.0,39,1408,412.0,177.0,37.0,612.0,1678.0,471.0,74.0,277.0,84.0,117.0,31,0,3,25,12,0,11,2,0,1.3834033613445378,0.12524099346009904,103.31889204545455,0.023135372169508183,53,0.5849056603773585,0.15514421804710243,2.686792452830189,B
46,9,3,18,1,1,0,0.0,0.0,7,1,0,0,0,0,1052,36.0,417,1.0,1,24,5.0,0.0,1.0,1.0,17.0,9.0,1.0,5.0,1.0,2.0,0,0,0,0,0,0,1,0,0,0.6666666666666666,0.08633093525179857,43.833333333333336,0.002398081534772182,1,0.0,0.09047961630695445,0.4,G
47,537,135,666,166,7,66,1.0,4.0,239,107,19,3,3,65,71411,2105.0,12073,13.0,8,905,227.0,94.0,7.0,215.0,852.0,512.0,68.0,212.0,134.0,112.0,13,0,5,8,14,1,2,1,4,1.009009009009009,0.17435600099395346,78.90718232044199,0.01780833264308788,35,0.37142857142857144,0.19006046550153233,1.3542857142857145,F
49,1159,191,1044,383,34,137,1.0,14.0,535,207,58,8,0,108,145494,3684.0,23327,100.0,52,1723,568.0,140.0,39.0,502.0,1799.0,724.0,148.0,315.0,106.0,90.0,37,1,13,21,20,4,1,2,6,1.293103448275862,0.15792858061473827,84.44225188624492,0.02152012689158486,68,0.5441176470588235,0.1842920221202898,1.6014705882352944,D
50,2055,322,1814,941,40,207,0.0,21.0,789,376,120,27,9,260,259762,5640.0,46101,85.0,59,2650,724.0,300.0,50.0,1118.0,2662.0,922.0,155.0,436.0,170.0,177.0,55,5,11,13,37,10,6,6,12,1.3103638368246968,0.12234007939090258,98.02339622641509,0.024251100843799483,100,0.55,0.15484696644324417,2.5595000000000003,B
51,1745,407,1892,589,23,274,3.0,12.0,813,316,77,12,4,139,225843,5665.0,46988,75.0,46,2631,671.0,345.0,40.0,699.0,2314.0,1418.0,153.0,463.0,292.0,326.0,45,1,18,20,31,4,5,3,18,1.1374207188160677,0.12056269685877245,85.83922462941847,0.014876138588575807,100,0.45,0.1386547629181919,1.5755000000000001,F
52,1882,300,1494,998,20,99,1.0,26.0,681,342,132,29,1,278,243507,5603.0,39022,41.0,32,2180,639.0,263.0,56.0,1182.0,2754.0,860.0,151.0,425.0,125.0,106.0,51,1,12,12,35,8,1,0,12,1.4605087014725568,0.14358566962226435,111.70045871559633,0.0302906052995746,81,0.6296296296296297,0.18607529086156532,3.3067901234567905,A
53,1584,326,1823,586,32,156,0.0,4.0,802,271,66,9,1,137,206873,6040.0,29720,94.0,51,2702,795.0,322.0,24.0,759.0,2696.0,1468.0,184.0,442.0,237.0,254.0,57,0,0,30,54,5,1,1,9,1.047723532638508,0.2032301480484522,76.56291635825315,0.02553835800807537,100,0.57,0.2342291386271871,1.534,E
54,51,19,71,22,0,17,0.0,0.0,26,9,1,1,0,2,7517,219.0,1721,2.0,3,95,22.0,14.0,3.0,31.0,101.0,48.0,13.0,10.0,5.0,11.0,1,0,0,0,3,0,0,0,0,0.9859154929577465,0.1272515979081929,79.12631578947368,0.01801278326554329,3,0.3333333333333333,0.14622312608948287,1.8499999999999999,F
55,7,1,17,3,0,1,0.0,0.0,3,2,0,0,0,0,939,26.0,261,0.0,2,20,2.0,0.0,0.0,4.0,9.0,6.0,1.0,6.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0.47058823529411764,0.09961685823754789,46.95,0.01532567049808429,1,0.0,0.11157088122605364,0.8,G
56,1884,380,1876,792,33,111,1.0,7.0,839,374,79,12,2,211,245873,6521.0,53215,88.0,57,2737,773.0,284.0,13.0,1003.0,2887.0,1424.0,186.0,535.0,234.0,252.0,54,14,16,10,35,11,3,1,10,1.20682302771855,0.12254063703842902,89.8330288637194,0.01884806915343418,100,0.54,0.14513934041153814,2.0715,D
57,714,170,824,341,8,49,0.0,15.0,334,122,37,3,2,82,97506,2301.0,19959,15.0,8,1094,248.0,129.0,30.0,406.0,1089.0,388.0,59.0,230.0,61.0,68.0,23,0,4,10,16,3,3,0,4,1.0728155339805825,0.1152863369908312,89.12797074954297,0.020341700485996293,40,0.575,0.1422270654842427,2.2212500000000004,D
58,441,117,623,148,3,35,0.0,11.0,220,78,16,4,0,79,60455,1757.0,11163,18.0,12,831,171.0,117.0,25.0,214.0,737.0,411.0,59.0,150.0,84.0,102.0,23,0,8,4,9,1,1,2,6,0.8956661316211878,0.15739496551106333,72.7496991576414,0.019170473886947953,31,0.7419354838709677,0.17278957269551193,1.52741935483871,F
59,50,6,52,20,1,3,0.0,0.0,21,10,3,0,0,3,6837,174.0,1219,1.0,2,75,21.0,6.0,1.0,24.0,61.0,41.0,8.0,19.0,12.0,9.0,1,0,0,0,3,0,0,0,0,1.0769230769230769,0.14273995077932733,91.16,0.019688269073010665,3,0.3333333333333333,0.160557834290402,1.6833333333333333,E
60,660,133,710,308,8,11,1.0,8.0,313,107,33,8,0,112,85548,1978.0,15112,22.0,14,950,214.0,89.0,13.0,379.0,933.0,338.0,58.0,150.0,62.0,58.0,16,1,3,10,14,2,5,1,2,1.1169014084507043,0.13088935944944416,90.05052631578947,0.025079407093700372,38,0.42105263157894735,0.1629056379036527,2.2526315789473688,D
61,1080,186,788,340,18,56,3.0,7.0,321,187,86,28,3,156,139065,3829.0,22639,35.0,32,1105,280.0,107.0,20.0,435.0,1680.0,1058.0,100.0,280.0,122.0,154.0,15,1,15,4,12,2,4,3,0,1.6065989847715736,0.1691329122311056,125.85067873303167,0.01921462962144971,41,0.36585365853658536,0.19492027032996156,2.682926829268293,A
62,1084,212,985,450,34,82,1.0,14.0,444,191,65,13,2,154,139983,3765.0,35271,35.0,31,1443,432.0,173.0,35.0,574.0,1649.0,811.0,93.0,278.0,156.0,204.0,30,1,10,12,18,3,7,0,6,1.315736040609137,0.10674491792123841,97.00831600831602,0.016273992798616427,57,0.5263157894736842,0.12532363698222337,2.2552631578947366,C
64,102,34,182,35,4,34,0.0,4.0,60,18,2,0,0,9,14797,434.0,4310,9.0,6,272,67.0,28.0,4.0,48.0,137.0,119.0,20.0,35.0,36.0,39.0,5,0,2,1,9,0,0,0,2,0.7472527472527473,0.10069605568445476,54.400735294117645,0.011136890951276101,14,0.35714285714285715,0.10545475638051044,0.6821428571428572,G
65,1898,373,2075,796,29,79,1.0,13.0,829,339,105,17,1,359,253974,7205.0,45804,57.0,48,2692,557.0,291.0,29.0,1126.0,3455.0,1330.0,257.0,574.0,207.0,256.0,48,5,8,34,14,14,14,6,5,1.0944578313253013,0.15730067243035542,94.34398216939078,0.02458300585101738,100,0.48,0.182405903414549,2.3400000000000003,C
66,44,17,117,7,2,6,0.0,3.0,37,3,0,0,0,5,5958,209.0,2085,2.0,0,138,18.0,22.0,3.0,9.0,70.0,62.0,7.0,17.0,20.0,24.0,1,0,1,1,1,0,1,1,0,0.5213675213675214,0.10023980815347722,43.17391304347826,0.004316546762589928,5,0.2,0.09873860911270982,0.49000000000000005,G
67,5,1,15,2,0,0,0.0,0.0,3,1,0,0,0,0,850,24.0,147,0.0,1,22,6.0,0.0,0.0,4.0,13.0,2.0,0.0,4.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0.4,0.16326530612244897,38.63636363636363,0.027210884353741496,1,0.0,0.17428571428571427,0.5,G
68,1819,336,1803,676,18,170,3.0,14.0,882,314,83,15,0,179,238272,6099.0,39703,162.0,56,2729,830.0,246.0,34.0,827.0,2918.0,1292.0,195.0,508.0,167.0,192.0,45,6,13,24,30,4,9,5,9,1.1952301719356628,0.15361559579880613,87.3111029681202,0.020829660227186863,100,0.45,0.182351207717301,1.8160000000000003,D
69,2241,344,2093,1112,32,82,3.0,28.0,863,401,141,33,4,373,285847,6751.0,41598,61.0,32,2785,589.0,294.0,37.0,1275.0,2934.0,885.0,166.0,450.0,147.0,162.0,44,1,17,10,50,8,3,2,9,1.2350692785475395,0.16229145632001538,102.63806104129264,0.030650512043848263,100,0.44,0.18892999663445353,3.0509999999999997,B
70,424,91,547,165,6,59,1.0,12.0,205,68,25,2,0,32,59499,1626.0,11455,31.0,17,733,163.0,68.0,26.0,209.0,632.0,396.0,62.0,125.0,92.0,110.0,9,0,2,7,14,1,1,2,2,0.9414990859232175,0.1419467481449149,81.1718963165075,0.018245307725883893,29,0.3103448275862069,0.15946311654299436,1.5482758620689656,F
71,383,89,502,130,2,20,0.0,5.0,170,71,21,2,0,55,50154,1406.0,9438,7.0,8,652,136.0,94.0,7.0,158.0,651.0,353.0,36.0,100.0,50.0,58.0,9,1,8,8,5,1,1,0,1,0.9402390438247012,0.1489722398813308,76.92331288343559,0.016740834922653103,25,0.36,0.1733237974147065,1.526,F
72,591,120,666,309,14,78,0.0,6.0,295,99,20,8,1,61,77899,1889.0,15794,48.0,23,944,242.0,92.0,14.0,384.0,872.0,294.0,50.0,155.0,67.0,67.0,14,1,9,8,12,1,2,0,3,1.0675675675675675,0.11960238065088008,82.52012711864407,0.024313030264657465,36,0.3888888888888889,0.14864695453969862,2.168055555555556,E
73,29,7,64,13,1,2,0.0,1.0,15,7,0,0,0,2,3853,100.0,1115,0.0,0,82,17.0,8.0,0.0,14.0,42.0,21.0,5.0,6.0,5.0,7.0,0,0,0,2,0,0,1,0,0,0.5625,0.08968609865470852,46.98780487804878,0.012556053811659192,3,0.0,0.10691479820627801,0.9666666666666667,G
74,2042,321,1935,774,41,195,1.0,14.0,874,352,108,26,7,347,256261,5869.0,40270,66.0,73,2721,698.0,318.0,38.0,939.0,2814.0,1115.0,171.0,463.0,171.0,196.0,50,5,17,23,27,3,6,9,10,1.221188630490956,0.14574124658554755,94.1789783167953,0.023317606158430593,100,0.5,0.17722845790911348,2.3405000000000005,C
75,1734,384,1795,533,24,58,1.0,13.0,710,322,90,20,5,327,230074,6293.0,33810,46.0,32,2406,559.0,255.0,27.0,710.0,2596.0,1627.0,175.0,530.0,304.0,351.0,44,0,16,24,29,1,5,1,13,1.1799442896935932,0.18612836438923394,95.62510390689941,0.020999704229517895,89,0.4943820224719101,0.20726708074534164,1.9612359550561795,C
77,2057,427,2050,662,33,72,3.0,26.0,786,386,120,30,3,265,266580,7184.0,37804,63.0,34,2698,587.0,354.0,26.0,853.0,3097.0,1818.0,199.0,551.0,312.0,354.0,46,3,11,15,41,10,9,2,9,1.2117073170731707,0.19003280076182413,98.8065233506301,0.022563749867738864,100,0.46,0.21644561422071734,1.9525,C
78,240,62,246,90,3,20,1.0,2.0,103,47,13,1,0,39,31576,855.0,6559,6.0,5,350,99.0,37.0,9.0,121.0,353.0,186.0,23.0,79.0,48.0,45.0,9,0,2,3,8,0,1,0,1,1.2276422764227641,0.130355237078823,90.21714285714286,0.018447934136301265,15,0.6,0.14700106723585915,1.78,D
79,36,2,12,24,1,1,0.0,0.0,5,7,4,0,1,2,4221,87.0,496,1.0,1,26,13.0,3.0,0.0,24.0,39.0,6.0,3.0,11.0,1.0,3.0,1,0,0,1,0,0,0,0,0,3.1666666666666665,0.17540322580645162,162.34615384615384,0.04838709677419355,1,1.0,0.2521975806451613,5.800000000000001,A
80,1850,317,2040,767,27,106,1.0,4.0,838,352,78,13,3,255,236555,6222.0,40864,32.0,25,2762,685.0,375.0,6.0,987.0,2949.0,1237.0,183.0,506.0,164.0,196.0,54,4,9,14,41,11,10,4,7,1.0622549019607843,0.15226115896632733,85.64627081824764,0.024153288958496475,100,0.54,0.18215348472983556,2.051,D
81,295,79,388,122,4,30,1.0,5.0,157,47,9,4,0,33,39136,913.0,9239,28.0,3,556,136.0,60.0,6.0,156.0,416.0,169.0,27.0,73.0,36.0,36.0,6,0,5,6,7,0,2,1,2,0.9639175257731959,0.09882021863838078,70.38848920863309,0.016884944258036584,23,0.2608695652173913,0.11814915034094602,1.3804347826086958,G
82,364,59,472,170,4,39,0.0,12.0,156,66,20,4,0,40,47275,1213.0,11879,12.0,11,607,128.0,56.0,12.0,230.0,580.0,198.0,43.0,88.0,28.0,46.0,8,0,1,6,9,0,3,0,5,0.8961864406779662,0.10211297247243034,77.8830313014827,0.01936189914976008,24,0.3333333333333333,0.12306423099587507,1.8708333333333336,F
83,1777,416,1867,618,26,139,3.0,21.0,808,311,91,18,0,189,239595,6943.0,51083,93.0,40,2663,700.0,327.0,60.0,821.0,2834.0,1775.0,209.0,533.0,409.0,362.0,45,2,11,25,41,4,7,3,7,1.1746116764863417,0.135916058179825,89.97183627487796,0.016071883013918525,100,0.45,0.1517998159857487,1.7375,E
84,790,157,1073,200,14,145,1.0,10.0,406,143,26,5,0,116,100977,2257.0,13449,44.0,19,1526,393.0,155.0,11.0,251.0,960.0,577.0,75.0,166.0,108.0,120.0,30,2,12,9,9,4,7,11,5,0.8825722273998136,0.16781916871142835,66.17103538663171,0.018663097628076438,59,0.5084745762711864,0.18985203360844677,1.0805084745762712,F
